student_id,name,age,grade,school,district,region,attendance_rate,avg_marks,prev_year_marks,marks_trend,distance_km,family_income,parents_education,family_size,health_absences,monsoon_absences,has_sibling_dropout,child_labor,early_marriage_pressure,has_transport,has_scholarship,mid_day_meal,created_at
STU0378,Kiara Pillai,14,7,Government Higher Secondary School - Coimbatore,Salem,Semi-Urban,60.93,47.26,50.68,Stable,12.0,10000-20000,Higher Secondary,5,3,0,False,False,True,False,False,False,2025-04-07T15:22:13.030489
STU0379,Radhika Singh,14,7,Corporation School - Vellore,Villupuram,Rural,60.12,33.73,29.88,Stable,15.0,10000-20000,Graduate,7,1,9,False,False,True,True,False,False,2025-05-26T15:22:13.030498
STU0380,Gauri Banerjee,14,7,Zilla Parishad School - Villupuram,Thanjavur,Rural,79.41,65.44,66.91,Stable,5.0,Above 20000,Secondary,7,5,2,False,False,False,True,True,False,2025-07-02T15:22:13.030514
STU0381,Lakshmi Reddy,16,10,Govt Girls School - Chennai (North),Thanjavur,Urban,92.63,86.59,93.74,Declining,2.0,10000-20000,Higher Secondary,5,4,0,False,False,False,False,False,False,2025-10-27T15:22:13.030522
STU0382,Radha Bose,16,10,Municipal Girls School - Madurai,Madurai,Rural,94.49,92.03,100.0,Declining,12.0,10000-20000,Primary,4,2,0,False,False,False,True,True,True,2025-10-11T15:22:13.030530
STU0383,Uma Shah,13,7,Panchayat Union School - Salem,Chennai,Urban,99.14,91.78,90.2,Stable,0.5,Above 20000,Secondary,5,3,1,False,False,False,False,False,True,2025-07-30T15:22:13.030539
STU0384,Jyoti Verma,14,8,Corporation School - Vellore,Coimbatore,Urban,80.23,63.39,60.51,Stable,1.0,10000-20000,Secondary,7,5,0,False,False,False,True,True,True,2025-04-11T15:22:13.030548
STU0385,Kali Chatterjee,17,11,Panchayat Union School - Salem,Tiruchirappalli,Urban,68.3,31.01,29.37,Stable,0.5,Below 5000,Primary,4,7,3,False,False,True,False,True,True,2025-06-11T15:22:13.030556
STU0386,Deepika Chatterjee,16,9,Zilla Parishad School - Villupuram,Madurai,Semi-Urban,99.34,86.26,88.09,Stable,2.0,5000-10000,Primary,3,5,3,False,False,False,True,True,True,2025-02-26T15:22:13.030564
STU0387,Kritika Roy,16,9,Government Higher Secondary School - Coimbatore,Vellore,Semi-Urban,64.92,30.45,40.26,Declining,6.0,Above 20000,Secondary,6,7,1,False,False,True,False,True,True,2025-06-20T15:22:13.030573
STU0388,Tanvi Iyer,17,12,Corporation School - Vellore,Vellore,Rural,84.36,55.41,50.4,Improving,12.0,Below 5000,Graduate,3,7,7,True,False,False,False,True,False,2025-01-26T15:22:13.030582
STU0389,Sakshi Kumar,16,9,Zilla Parishad School - Villupuram,Tiruchirappalli,Rural,79.26,66.53,70.94,Stable,12.0,5000-10000,Graduate,6,2,6,False,False,False,False,True,True,2025-08-01T15:22:13.030592
STU0390,Gauri Joshi,14,8,Municipal Girls School - Madurai,Tiruchirappalli,Rural,96.61,83.31,87.09,Stable,15.0,5000-10000,Secondary,7,2,3,False,False,False,False,True,True,2025-11-07T15:22:13.030601
STU0391,Vaishnavi Sharma,16,9,Govt Model School - Thanjavur,Madurai,Urban,81.67,58.84,62.82,Stable,1.0,Below 5000,Graduate,5,10,3,True,False,False,True,True,True,2025-06-06T15:22:13.030609
STU0392,Saraswati Bose,16,10,Panchayat Union School - Salem,Vellore,Urban,87.17,84.83,75.47,Improving,2.0,Below 5000,Primary,7,4,3,False,False,False,False,True,True,2025-01-16T15:22:13.030617
STU0393,Ananya Joshi,16,9,Govt Girls School - Chennai (North),Vellore,Rural,82.22,56.28,50.25,Improving,12.0,Above 20000,Graduate,4,2,9,False,False,False,True,True,True,2025-05-28T15:22:13.030626
STU0394,Divya Singh,14,9,Municipal Girls School - Madurai,Madurai,Semi-Urban,98.11,74.69,78.91,Stable,7.0,Below 5000,Graduate,7,4,1,False,False,False,False,False,False,2025-01-20T15:22:13.030635
STU0395,Riya Ahmed,13,7,Government Higher Secondary School - Coimbatore,Coimbatore,Urban,70.73,48.15,38.55,Improving,0.5,Below 5000,Graduate,7,8,0,True,True,True,True,True,False,2025-02-21T15:22:13.030643
STU0396,Nandini Shah,14,8,Govt Girls High School - Tiruchirappalli,Madurai,Rural,63.78,35.69,45.62,Declining,20.0,Above 20000,Graduate,8,11,5,False,False,True,True,False,False,2025-09-02T15:22:13.030654
STU0397,Aishwarya Mukherjee,18,11,Municipal Girls School - Madurai,Coimbatore,Rural,93.66,94.85,100.0,Declining,15.0,Above 20000,Illiterate,6,4,3,False,False,False,False,False,True,2025-10-31T15:22:13.030662
STU0398,Gauri Desai,18,11,Zilla Parishad School - Villupuram,Salem,Semi-Urban,79.57,68.49,66.34,Stable,6.0,5000-10000,Secondary,8,13,2,False,False,False,True,True,True,2025-03-15T15:22:13.030670
STU0399,Sneha Ghosh,13,8,Corporation School - Vellore,Chennai,Rural,79.14,51.4,42.75,Improving,12.0,Below 5000,Illiterate,3,14,9,True,False,False,False,True,True,2025-11-15T15:22:13.030680
STU0400,Kritika Bose,15,9,Municipal Girls School - Madurai,Vellore,Urban,91.27,74.02,77.57,Stable,1.0,Above 20000,Secondary,6,1,1,False,False,False,True,True,True,2025-05-26T15:22:13.030689
STU0401,Saraswati Ali,16,10,Govt Model School - Thanjavur,Vellore,Rural,88.89,83.13,73.13,Improving,10.0,10000-20000,Higher Secondary,3,3,5,False,False,False,True,False,False,2025-01-12T15:22:13.030697
STU0402,Kritika Shah,14,7,Corporation School - Vellore,Vellore,Semi-Urban,84.4,54.72,54.7,Stable,10.0,10000-20000,Primary,8,15,3,True,False,False,True,False,True,2025-12-18T15:22:13.030709
STU0403,Ira Ghosh,13,6,Panchayat Union School - Salem,Coimbatore,Rural,85.84,83.97,82.08,Stable,20.0,Above 20000,Primary,8,3,0,False,False,False,False,True,False,2025-03-29T15:22:13.030717
STU0404,Saraswati Bose,15,10,Zilla Parishad School - Villupuram,Madurai,Rural,72.83,34.84,30.23,Stable,12.0,Above 20000,Graduate,5,14,6,False,True,True,True,False,False,2025-11-01T15:22:13.030726
STU0405,Kritika Banerjee,13,7,Panchayat Union School - Salem,Thanjavur,Semi-Urban,81.22,69.68,74.44,Stable,20.0,Below 5000,Primary,8,11,0,False,False,False,True,False,False,2025-12-21T15:22:13.030734
STU0406,Meera Verma,12,6,Govt Model School - Thanjavur,Salem,Semi-Urban,66.24,34.0,34.91,Stable,5.0,10000-20000,Primary,6,10,1,True,True,True,False,False,False,2025-03-30T15:22:13.030743
STU0407,Lakshmi Sen,15,10,Corporation School - Vellore,Thanjavur,Semi-Urban,97.44,90.52,91.17,Stable,5.0,10000-20000,Primary,6,2,2,False,False,False,True,False,True,2025-03-05T15:22:13.030751
STU0408,Uma Singh,17,10,Govt Girls High School - Tiruchirappalli,Salem,Urban,84.54,59.9,56.65,Stable,2.0,Below 5000,Illiterate,5,15,1,False,False,False,True,False,False,2025-02-27T15:22:13.030759
STU0409,Myra Pillai,16,10,Panchayat Union School - Salem,Thanjavur,Urban,63.66,48.28,44.13,Stable,3.0,10000-20000,Primary,5,12,3,True,True,False,False,False,False,2025-07-12T15:22:13.030769
STU0410,Parvati Joshi,13,8,Municipal Girls School - Madurai,Chennai,Rural,71.23,48.94,41.49,Improving,20.0,5000-10000,Higher Secondary,4,15,9,False,True,False,False,True,True,2025-05-07T15:22:13.030778
STU0411,Radhika Chatterjee,13,6,Municipal Girls School - Madurai,Coimbatore,Semi-Urban,83.02,60.95,70.09,Declining,12.0,5000-10000,Primary,4,14,3,False,False,False,True,True,False,2025-07-19T15:22:13.030786
STU0412,Divya Nair,18,11,Govt Girls School - Chennai (North),Coimbatore,Semi-Urban,63.37,47.7,48.41,Stable,2.0,5000-10000,Secondary,6,3,3,True,True,True,True,False,False,2025-03-02T15:22:13.030795
STU0413,Sneha Khan,12,6,Govt Model School - Thanjavur,Vellore,Semi-Urban,94.27,89.05,98.49,Declining,4.0,10000-20000,Higher Secondary,5,0,1,False,False,False,True,False,True,2025-05-06T15:22:13.030803
STU0414,Sakshi Mehta,17,11,Govt Girls School - Chennai (North),Thanjavur,Rural,71.45,30.4,25.0,Improving,10.0,Above 20000,Graduate,8,5,6,True,True,True,False,False,True,2026-01-03T15:22:13.030813
STU0415,Durga Sen,15,9,Government Higher Secondary School - Coimbatore,Madurai,Semi-Urban,95.93,82.6,86.98,Stable,6.0,Below 5000,Primary,8,5,2,False,False,False,False,True,False,2025-11-28T15:22:13.030821
STU0416,Sakshi Pillai,13,7,Panchayat Union School - Salem,Madurai,Semi-Urban,61.7,47.35,44.08,Stable,2.0,5000-10000,Illiterate,3,5,1,False,False,True,True,False,False,2025-05-14T15:22:13.030829
STU0417,Saraswati Ahmed,18,12,Govt Model School - Thanjavur,Chennai,Urban,84.76,55.64,55.08,Stable,2.0,Below 5000,Graduate,8,10,0,False,False,False,True,False,False,2025-07-19T15:22:13.030838
STU0418,Gauri Shah,14,9,Govt Girls High School - Tiruchirappalli,Chennai,Urban,71.29,31.06,28.04,Stable,3.0,5000-10000,Graduate,6,9,3,False,True,True,True,True,False,2026-01-06T15:22:13.030847
STU0419,Kali Singh,16,9,Govt Girls School - Chennai (North),Vellore,Semi-Urban,75.43,67.63,72.86,Declining,2.0,Below 5000,Primary,7,1,0,False,False,False,True,True,False,2025-01-14T15:22:13.030857
STU0420,Shreya Agarwal,13,8,Govt Girls School - Chennai (North),Thanjavur,Semi-Urban,81.72,55.76,59.03,Stable,20.0,Below 5000,Secondary,8,4,1,True,False,False,False,False,False,2025-03-10T15:22:13.030865
STU0421,Pooja Roy,12,7,Govt Girls School - Chennai (North),Tiruchirappalli,Urban,95.89,79.23,73.18,Improving,0.5,Below 5000,Higher Secondary,6,1,3,False,False,False,True,True,True,2026-01-07T15:22:13.030873
STU0422,Saraswati Banerjee,18,12,Municipal Girls School - Madurai,Coimbatore,Semi-Urban,74.8,42.12,42.64,Stable,1.0,Above 20000,Primary,4,13,3,True,False,True,True,False,True,2025-03-06T15:22:13.030883
STU0423,Myra Mukherjee,19,12,Govt Model School - Thanjavur,Vellore,Semi-Urban,66.45,38.99,46.59,Declining,10.0,Below 5000,Illiterate,4,5,1,False,True,True,True,False,False,2025-01-09T15:22:13.030891
STU0424,Shreya Ahmed,17,12,Panchayat Union School - Salem,Vellore,Urban,94.44,83.39,91.28,Declining,0.5,Above 20000,Graduate,3,0,3,False,False,False,False,False,True,2025-02-15T15:22:13.030899
STU0425,Radha Sen,17,11,Panchayat Union School - Salem,Coimbatore,Semi-Urban,86.42,93.22,83.59,Improving,10.0,Below 5000,Graduate,8,1,3,False,False,False,False,False,False,2025-08-04T15:22:13.030909
STU0426,Tanvi Gupta,11,6,Govt Girls High School - Tiruchirappalli,Salem,Rural,91.39,74.04,80.19,Declining,10.0,10000-20000,Primary,6,3,3,False,False,False,False,True,False,2026-01-07T15:22:13.030917
STU0427,Jyoti Verma,17,12,Municipal Girls School - Madurai,Vellore,Rural,73.9,41.4,49.43,Declining,20.0,Below 5000,Graduate,6,9,10,True,False,True,True,False,False,2025-06-02T15:22:13.030926
STU0428,Aditi Ghosh,17,12,Municipal Girls School - Madurai,Madurai,Urban,98.02,94.16,86.41,Improving,1.0,10000-20000,Primary,6,0,0,False,False,False,False,True,False,2026-01-06T15:22:13.030934
STU0429,Kiara Ahmed,13,8,Govt Model School - Thanjavur,Chennai,Semi-Urban,90.81,77.21,67.26,Improving,3.0,Above 20000,Secondary,3,1,2,False,False,False,True,True,True,2025-12-10T15:22:13.030942
STU0430,Priya Menon,19,12,Municipal Girls School - Madurai,Salem,Semi-Urban,84.79,67.7,59.3,Improving,12.0,Below 5000,Secondary,7,9,1,False,False,False,True,False,True,2025-05-02T15:22:13.030951
STU0431,Anjali Ahmed,13,6,Government Higher Secondary School - Coimbatore,Salem,Semi-Urban,84.0,56.6,55.61,Stable,12.0,Below 5000,Primary,5,11,1,False,False,False,False,True,True,2025-10-03T15:22:13.030959
STU0432,Neha Desai,14,9,Corporation School - Vellore,Coimbatore,Semi-Urban,76.82,61.23,53.9,Improving,1.0,Above 20000,Illiterate,3,1,1,False,False,False,True,False,True,2025-09-25T15:22:13.030978
STU0433,Uma Reddy,16,9,Govt Girls High School - Tiruchirappalli,Vellore,Semi-Urban,97.92,82.75,86.38,Stable,2.0,Above 20000,Graduate,6,1,3,False,False,False,False,False,False,2025-05-17T15:22:13.030985
STU0434,Diya Chatterjee,17,11,Zilla Parishad School - Villupuram,Chennai,Urban,94.26,82.58,84.55,Stable,3.0,Above 20000,Higher Secondary,7,5,3,False,False,False,True,True,False,2025-03-08T15:22:13.030993
STU0435,Ananya Dutta,14,7,Panchayat Union School - Salem,Tiruchirappalli,Semi-Urban,80.9,51.09,60.46,Declining,1.0,Below 5000,Graduate,3,0,0,False,False,False,False,True,True,2025-03-07T15:22:13.031003
STU0436,Divya Nair,13,8,Government Higher Secondary School - Coimbatore,Madurai,Urban,78.11,61.7,60.77,Stable,4.0,5000-10000,Illiterate,5,15,3,False,False,False,True,True,False,2025-04-13T15:22:13.031011
STU0437,Anjali Ghosh,18,12,Zilla Parishad School - Villupuram,Coimbatore,Semi-Urban,79.85,65.44,68.82,Stable,12.0,10000-20000,Illiterate,6,2,2,False,False,False,False,False,True,2025-07-25T15:22:13.031020
STU0438,Uma Iyer,11,6,Municipal Girls School - Madurai,Chennai,Semi-Urban,63.65,45.69,55.08,Declining,20.0,5000-10000,Primary,7,6,0,False,False,False,False,True,False,2025-04-26T15:22:13.031028
STU0439,Ishita Ali,17,10,Government Higher Secondary School - Coimbatore,Vellore,Semi-Urban,63.97,39.23,36.21,Stable,7.0,Below 5000,Illiterate,7,2,2,False,False,False,False,True,True,2025-11-20T15:22:13.031037
STU0440,Aishwarya Reddy,14,9,Government Higher Secondary School - Coimbatore,Thanjavur,Rural,66.52,47.11,44.35,Stable,10.0,10000-20000,Primary,6,15,4,True,True,False,True,False,False,2025-04-17T15:22:13.031048
STU0441,Kritika Joshi,14,9,Government Higher Secondary School - Coimbatore,Chennai,Urban,92.81,74.48,78.09,Stable,0.5,Below 5000,Secondary,6,3,3,False,False,False,False,False,True,2025-12-21T15:22:13.031056
STU0442,Pooja Khan,15,9,Govt Girls School - Chennai (North),Thanjavur,Rural,61.36,36.01,36.84,Stable,7.0,5000-10000,Higher Secondary,3,11,2,True,True,False,False,False,False,2025-05-31T15:22:13.031065
STU0443,Lakshmi Mehta,13,6,Govt Girls School - Chennai (North),Coimbatore,Urban,65.46,47.81,40.75,Improving,1.0,Below 5000,Illiterate,6,12,0,False,True,True,False,True,False,2025-05-17T15:22:13.031074
STU0444,Ananya Mukherjee,15,9,Municipal Girls School - Madurai,Tiruchirappalli,Semi-Urban,95.93,71.97,71.81,Stable,12.0,10000-20000,Illiterate,6,1,0,False,False,False,False,False,False,2025-06-28T15:22:13.031082
STU0445,Myra Khan,12,7,Municipal Girls School - Madurai,Chennai,Rural,98.45,94.75,95.38,Stable,15.0,Above 20000,Graduate,6,4,7,False,False,False,True,True,True,2025-03-10T15:22:13.031091
STU0446,Aditi Rao,16,9,Govt Girls School - Chennai (North),Vellore,Urban,76.81,54.64,56.64,Stable,4.0,5000-10000,Higher Secondary,8,5,3,False,False,False,True,False,True,2025-09-04T15:22:13.031099
STU0447,Simran Rao,14,8,Zilla Parishad School - Villupuram,Madurai,Semi-Urban,80.05,51.56,47.77,Stable,3.0,Below 5000,Secondary,8,9,0,False,False,False,True,False,True,2025-06-29T15:22:13.031109
STU0448,Anjali Gupta,13,8,Govt Girls High School - Tiruchirappalli,Chennai,Urban,66.97,48.94,56.4,Declining,1.0,Below 5000,Secondary,4,6,3,True,True,True,False,True,False,2025-06-01T15:22:13.031118
STU0449,Vaishnavi Mukherjee,15,8,Govt Girls School - Chennai (North),Villupuram,Urban,99.94,89.49,92.3,Stable,0.5,10000-20000,Secondary,7,4,1,False,False,False,False,False,True,2025-08-22T15:22:13.031126
STU0450,Gauri Bose,17,10,Zilla Parishad School - Villupuram,Chennai,Urban,73.16,37.43,40.76,Stable,0.5,5000-10000,Primary,5,1,3,False,False,False,True,False,True,2025-03-01T15:22:13.031135
STU0451,Vaishnavi Banerjee,15,9,Municipal Girls School - Madurai,Tiruchirappalli,Rural,91.31,81.36,79.46,Stable,15.0,5000-10000,Primary,7,2,4,False,False,False,True,True,False,2026-01-06T15:22:13.031144
STU0452,Kali Ali,16,9,Government Higher Secondary School - Coimbatore,Chennai,Rural,78.51,64.56,56.93,Improving,15.0,Below 5000,Primary,8,14,7,False,False,False,True,False,True,2025-04-17T15:22:13.031153
STU0453,Aditi Iyer,12,7,Govt Girls High School - Tiruchirappalli,Madurai,Semi-Urban,99.52,93.33,86.17,Improving,4.0,5000-10000,Secondary,5,0,1,False,False,False,True,True,True,2025-02-07T15:22:13.031161
STU0454,Nandini Menon,19,12,Corporation School - Vellore,Salem,Semi-Urban,85.81,81.69,91.43,Declining,6.0,Below 5000,Graduate,8,0,0,False,False,False,False,True,False,2025-11-20T15:22:13.031169
STU0455,Riya Desai,14,8,Govt Girls High School - Tiruchirappalli,Thanjavur,Semi-Urban,63.05,37.65,33.64,Stable,5.0,5000-10000,Graduate,8,1,2,False,True,False,True,False,True,2025-08-27T15:22:13.031177
STU0456,Kritika Reddy,16,11,Zilla Parishad School - Villupuram,Tiruchirappalli,Rural,96.72,77.28,67.95,Improving,12.0,Below 5000,Primary,7,3,0,False,False,False,False,True,False,2025-10-20T15:22:13.031187
STU0457,Ishita Shah,13,6,Govt Girls High School - Tiruchirappalli,Thanjavur,Urban,91.29,78.29,83.14,Stable,3.0,10000-20000,Higher Secondary,6,0,1,False,False,False,True,True,False,2025-07-22T15:22:13.031195
STU0458,Kiara Menon,17,11,Municipal Girls School - Madurai,Salem,Semi-Urban,80.38,69.25,73.46,Stable,10.0,10000-20000,Primary,7,3,2,True,False,False,False,False,True,2025-10-06T15:22:13.031204
STU0459,Sneha Menon,12,6,Government Higher Secondary School - Coimbatore,Vellore,Rural,94.37,93.35,93.02,Stable,7.0,Below 5000,Higher Secondary,7,1,3,False,False,False,True,False,False,2025-06-10T15:22:13.031213
STU0460,Neha Mehta,17,10,Panchayat Union School - Salem,Thanjavur,Rural,86.58,92.27,87.13,Improving,10.0,10000-20000,Secondary,8,0,8,False,False,False,True,False,True,2025-04-28T15:22:13.031221
STU0461,Kiara Gupta,19,12,Municipal Girls School - Madurai,Villupuram,Urban,70.51,37.28,28.81,Improving,3.0,10000-20000,Illiterate,6,6,1,True,True,True,True,True,True,2025-06-25T15:22:13.031230
STU0462,Kavya Mehta,13,6,Corporation School - Vellore,Chennai,Urban,93.94,81.88,76.07,Improving,2.0,Above 20000,Graduate,3,5,1,False,False,False,False,False,False,2025-12-31T15:22:13.031239
STU0463,Priya Kumar,14,8,Panchayat Union School - Salem,Vellore,Rural,90.38,89.56,86.67,Stable,15.0,Above 20000,Graduate,5,0,3,False,False,False,True,False,True,2025-06-17T15:22:13.031248
STU0464,Deepika Ali,13,7,Panchayat Union School - Salem,Madurai,Urban,69.56,47.47,40.1,Improving,1.0,10000-20000,Primary,8,6,2,True,True,True,True,True,True,2025-02-15T15:22:13.031257
STU0465,Sanjana Kumar,11,6,Govt Girls School - Chennai (North),Chennai,Urban,75.6,57.1,50.76,Improving,3.0,Below 5000,Secondary,3,12,3,False,False,False,False,False,False,2025-12-10T15:22:13.031266
STU0466,Kavya Reddy,16,9,Govt Model School - Thanjavur,Vellore,Urban,89.83,81.21,90.43,Declining,3.0,Below 5000,Higher Secondary,4,2,2,False,False,False,True,True,True,2025-06-05T15:22:13.031274
STU0467,Jyoti Singh,15,10,Municipal Girls School - Madurai,Salem,Semi-Urban,64.4,44.23,46.52,Stable,3.0,5000-10000,Graduate,3,0,3,True,True,False,False,False,True,2025-09-17T15:22:13.031283
STU0468,Kiara Ali,14,9,Corporation School - Vellore,Thanjavur,Semi-Urban,97.55,77.71,78.95,Stable,1.0,5000-10000,Primary,4,5,0,False,False,False,False,False,False,2025-11-29T15:22:13.031295
STU0469,Gauri Desai,17,10,Municipal Girls School - Madurai,Vellore,Rural,83.12,51.63,42.46,Improving,7.0,Below 5000,Secondary,8,6,6,False,False,False,True,True,True,2025-03-05T15:22:13.031303
STU0470,Aishwarya Iyer,12,7,Panchayat Union School - Salem,Chennai,Rural,95.72,80.45,83.07,Stable,7.0,Above 20000,Higher Secondary,6,4,3,False,False,False,True,True,True,2025-03-26T15:22:13.031312
STU0471,Riya Sharma,19,12,Govt Girls School - Chennai (North),Thanjavur,Urban,93.73,91.3,93.95,Stable,2.0,Below 5000,Secondary,7,5,0,False,False,False,False,True,True,2025-01-13T15:22:13.031321
STU0472,Aishwarya Ghosh,15,10,Panchayat Union School - Salem,Tiruchirappalli,Semi-Urban,72.5,45.56,47.02,Stable,8.0,Below 5000,Secondary,7,7,2,True,True,False,False,False,True,2025-08-23T15:22:13.031330
STU0473,Neha Gupta,17,12,Govt Girls High School - Tiruchirappalli,Chennai,Urban,89.61,80.3,74.82,Improving,4.0,Below 5000,Higher Secondary,3,2,1,False,False,False,False,True,True,2025-04-22T15:22:13.031338
STU0474,Ananya Joshi,17,12,Govt Model School - Thanjavur,Chennai,Urban,68.06,45.64,54.74,Declining,1.0,10000-20000,Graduate,4,13,2,False,False,False,False,True,False,2025-10-24T15:22:13.031347
STU0475,Neha Nair,18,11,Panchayat Union School - Salem,Madurai,Semi-Urban,81.28,69.77,62.26,Improving,10.0,5000-10000,Illiterate,8,0,1,False,False,False,False,False,True,2026-01-01T15:22:13.031358
STU0476,Nandini Ali,15,8,Govt Girls School - Chennai (North),Chennai,Rural,76.97,59.65,66.41,Declining,10.0,10000-20000,Illiterate,4,6,9,False,False,False,True,False,True,2025-08-20T15:22:13.031366
STU0477,Deepika Verma,19,12,Panchayat Union School - Salem,Coimbatore,Rural,64.11,46.52,47.34,Stable,10.0,10000-20000,Secondary,8,4,8,False,True,True,True,True,False,2025-12-12T15:22:13.031375
STU0478,Aishwarya Menon,14,9,Govt Girls School - Chennai (North),Thanjavur,Rural,65.8,39.82,45.47,Declining,5.0,Below 5000,Higher Secondary,8,15,7,False,True,False,True,True,False,2025-05-19T15:22:13.031384
STU0479,Meera Banerjee,11,6,Govt Girls School - Chennai (North),Madurai,Rural,77.14,53.57,52.22,Stable,10.0,Above 20000,Illiterate,6,8,10,False,False,False,False,False,False,2025-01-17T15:22:13.031392
STU0480,Radha Rao,12,6,Zilla Parishad School - Villupuram,Tiruchirappalli,Semi-Urban,64.54,47.75,54.09,Declining,3.0,10000-20000,Primary,7,6,2,False,True,True,True,False,False,2025-05-26T15:22:13.031401
STU0481,Kritika Mukherjee,17,11,Government Higher Secondary School - Coimbatore,Chennai,Semi-Urban,80.8,68.65,75.46,Declining,3.0,Below 5000,Graduate,8,4,3,False,False,False,True,True,False,2025-10-11T15:22:13.031410
STU0482,Tanvi Dutta,14,8,Panchayat Union School - Salem,Tiruchirappalli,Semi-Urban,71.67,30.92,27.02,Stable,2.0,5000-10000,Graduate,8,6,3,False,False,True,False,True,True,2025-05-23T15:22:13.031419
STU0483,Pooja Sharma,14,8,Corporation School - Vellore,Salem,Semi-Urban,75.32,53.91,49.27,Stable,7.0,Below 5000,Illiterate,6,15,2,False,False,False,True,False,False,2025-04-23T15:22:13.031427
STU0484,Aditi Jain,17,10,Municipal Girls School - Madurai,Thanjavur,Rural,92.7,87.6,80.65,Improving,5.0,10000-20000,Higher Secondary,6,2,2,False,False,False,False,True,False,2026-01-03T15:22:13.031436
STU0485,Myra Pillai,14,9,Government Higher Secondary School - Coimbatore,Madurai,Rural,90.83,74.79,72.64,Stable,5.0,10000-20000,Secondary,5,5,8,False,False,False,False,False,False,2025-08-17T15:22:13.031445
STU0486,Aishwarya Das,16,11,Zilla Parishad School - Villupuram,Thanjavur,Rural,96.0,84.53,83.35,Stable,10.0,Above 20000,Illiterate,3,5,9,False,False,False,True,True,True,2025-07-25T15:22:13.031454
STU0487,Aishwarya Chatterjee,13,6,Govt Girls School - Chennai (North),Coimbatore,Rural,79.14,63.13,64.72,Stable,7.0,5000-10000,Secondary,5,15,6,False,False,False,True,False,False,2025-03-02T15:22:13.031462
STU0488,Ishita Agarwal,13,8,Panchayat Union School - Salem,Madurai,Rural,88.53,71.49,81.49,Declining,7.0,Above 20000,Secondary,7,3,3,False,False,False,False,True,True,2025-10-12T15:22:13.031471
STU0489,Divya Dutta,12,6,Panchayat Union School - Salem,Tiruchirappalli,Urban,74.02,33.59,31.56,Stable,1.0,10000-20000,Primary,4,4,2,False,True,False,False,False,True,2025-11-04T15:22:13.031480
STU0490,Gauri Das,12,6,Government Higher Secondary School - Coimbatore,Vellore,Rural,96.96,89.81,98.88,Declining,20.0,5000-10000,Primary,4,3,0,False,False,False,False,False,True,2025-05-11T15:22:13.031488
STU0491,Sanjana Patel,12,6,Govt Model School - Thanjavur,Madurai,Semi-Urban,90.64,85.77,84.05,Stable,10.0,Above 20000,Graduate,7,4,1,False,False,False,False,False,False,2025-05-23T15:22:13.031497
STU0492,Myra Mehta,17,11,Govt Model School - Thanjavur,Salem,Rural,66.62,32.41,38.64,Declining,15.0,10000-20000,Graduate,6,9,3,False,False,True,False,True,False,2025-11-23T15:22:13.031511
STU0493,Aishwarya Ahmed,13,6,Govt Girls School - Chennai (North),Salem,Urban,75.85,58.25,48.51,Improving,4.0,10000-20000,Illiterate,8,4,3,False,False,False,False,True,True,2025-03-01T15:22:13.031519
STU0494,Ishita Rao,17,11,Govt Girls School - Chennai (North),Tiruchirappalli,Rural,92.02,84.08,78.76,Improving,10.0,10000-20000,Higher Secondary,4,4,2,False,False,False,False,True,True,2025-06-10T15:22:13.031528
STU0495,Madhuri Nair,18,12,Govt Model School - Thanjavur,Villupuram,Urban,92.63,78.87,79.68,Stable,3.0,Below 5000,Higher Secondary,6,1,2,False,False,False,True,False,False,2025-06-27T15:22:13.031538
STU0496,Pooja Gupta,16,11,Government Higher Secondary School - Coimbatore,Villupuram,Rural,62.25,47.29,42.38,Stable,7.0,5000-10000,Higher Secondary,7,1,1,True,False,True,False,False,True,2025-01-24T15:22:13.031548
STU0497,Myra Dutta,17,10,Govt Girls School - Chennai (North),Salem,Rural,60.06,40.75,40.96,Stable,7.0,Below 5000,Secondary,8,11,9,True,False,False,False,False,False,2025-02-26T15:22:13.031557
STU0498,Lakshmi Singh,14,7,Panchayat Union School - Salem,Coimbatore,Rural,89.72,81.01,89.79,Declining,12.0,5000-10000,Secondary,6,5,9,False,False,False,False,True,False,2025-01-07T15:22:13.031565
STU0499,Aishwarya Singh,19,12,Govt Girls High School - Tiruchirappalli,Madurai,Urban,95.4,80.97,83.96,Stable,4.0,Below 5000,Higher Secondary,6,3,0,False,False,False,True,False,False,2026-01-02T15:22:13.031573
STU0500,Aditi Iyer,15,8,Govt Girls School - Chennai (North),Vellore,Urban,76.49,56.85,59.85,Stable,2.0,5000-10000,Primary,7,0,0,False,False,False,False,True,False,2025-07-20T15:22:13.031582
STU0501,Aishwarya Kumar,13,6,Govt Girls High School - Tiruchirappalli,Villupuram,Rural,90.07,89.23,88.63,Stable,20.0,10000-20000,Illiterate,4,5,9,False,False,False,True,True,True,2025-05-27T15:22:13.031590
STU0502,Aishwarya Gupta,17,10,Panchayat Union School - Salem,Thanjavur,Rural,87.09,83.32,77.65,Improving,7.0,10000-20000,Higher Secondary,6,0,8,False,False,False,True,False,False,2025-11-14T15:22:13.031599
STU0503,Radhika Ghosh,14,9,Municipal Girls School - Madurai,Thanjavur,Urban,65.14,39.64,42.1,Stable,3.0,10000-20000,Graduate,8,12,3,False,False,False,False,False,True,2025-04-03T15:22:13.031608
